ID,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
42,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},bee5aa536aaa81fbdd2a601333c872315cc702de,2D,"(1.0, 1.0)","(256, 256)",167.3477631,0,223,b02929f23b59e95340d8e7dfe38e5dd2d515cd5f,"(1.0, 1.0)","(256, 256)","(20, 20, 208, 184)",18701,2,"(113.10149189882894, 103.32677396930646)","(113.10149189882894, 103.32677396930646)",106,179,372797445,2.151636569,38,2.597293323,213,22.06014341,138.5742474,135,80,133,16.00224275,141.1900358,0.518323918,372797445,0.257017308,731.80419,10.48399006,61.98650663,5.210895431,4.773838029,0.134113667,0.945308568,0.134113667,0.565916625,0.11569352,0.932943166,0.932943166,0.996375306,0.980840905,-0.686828345,0.972842147,0.134113667,3.053525963,0.199585616,2.80856847,0.956401953,0.298224084,6.107051926,2.674454803,1.226987924,4.223099699,6432.251912,0.343952297,2.788847832,4806.480669,1.25033631,10.70873215,63.48478691,671.1194054,10.55934747,0.171500677,0.023529076,0.255994367,0.004662944,650.6329843,0.23041572,1.487204616,11.1823473,96.0430282,972.797363,15.69720452,0.193459159,6.18137477,259.1014771,0.090021822,0.151155018,48.85300916,0.240452807,2.568906997,0.056332742,28.94520548,0.198254832,2.191640083,10.34931507,287216.911,2515207.959,44351.9199,0.335313927,19.04109589,0.130418465,0.334626395,3.707854536,0.100303974,5.552680728,0.007807069,270810.1085,44.67189093,0.001612448,1.86396125,0.0111438,0.020865694
43,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},29b4716f0fda964e37c95bd0c9bfaed41e384ce5,2D,"(1.0, 1.0)","(256, 256)",101.8973236,0,255,6d41741507cac59005f5d07657452b6c3e5f0021,"(1.0, 1.0)","(256, 256)","(21, 44, 188, 175)",15106,2,"(112.4653117966371, 124.61015490533563)","(112.4653117966371, 124.61015490533563)",66,131,150753631,2.084923076,35,2.633427072,170,19.95188969,96.82887594,96,30,140,14.61013448,99.89854214,0.099959227,150753631,0.269414606,603.8875046,12.32115456,43.13520496,0.643668338,3.980245563,0.225531403,0.892708813,0.223562718,0.769679595,0.174559437,0.888542504,0.888415509,0.99391286,0.968097421,-0.545472753,0.945787935,0.221880266,3.373785139,0.172743194,3.019668056,0.900667794,0.291405906,6.747570278,2.78699465,1.051444241,4.691263748,2952.147756,0.19542882,3.543682528,4069.777042,1.064713585,12.58989805,53.69588243,680.1972064,6.904697913,0.131086213,0.033818375,0.430727432,0.004742027,947.2253917,0.261790428,1.124459018,12.46211631,35.26287765,461.3021379,4.305755306,0.13693252,5.385329117,527.7050126,0.142824865,0.239772276,16.81144073,0.330372557,4.148113036,0.047213256,54.11553785,0.215599752,1.673846447,12.66135458,102108.9721,1245628.857,10294.91134,0.183553564,40.1314741,0.159886351,0.400190681,5.198994308,0.065706452,5.633140636,0.016615914,98486.94649,46.6638405,0.00115913,3.006383349,0.015224475,0.014786603
44,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},e1bc2fca543f2fa438be588841f293e24183109b,2D,"(1.0, 1.0)","(256, 256)",154.2162628,51,235,26eb6d1fd76c3d1bbb38edf6528f841507cde245,"(1.0, 1.0)","(256, 256)","(6, 5, 239, 236)",22912,2,"(125.90476606145252, 107.79879539106145)","(125.90476606145252, 107.79879539106145)",105,156,398640569,1.810951159,29,2.822075034,186,16.30948921,130.3706791,130,51,135,11.89775374,131.9043891,-0.231835532,398640569,0.321895456,402.2538767,14.47072219,20.20361058,-0.859136569,2.695249473,0.216437413,0.851295881,0.214383037,0.753026531,0.169532972,0.893145298,0.893013919,0.994159091,0.969410272,-0.498801891,0.912084924,0.21263815,3.721694365,0.213546458,2.705592759,0.853144604,0.340085835,7.44338873,2.48178709,0.727921721,4.363948593,4730.048621,0.206444161,3.574461839,7375.26868,0.736378535,14.70508904,54.87761872,812.0388879,4.767420675,0.090035995,0.033395876,0.495494816,0.003312685,1545.684425,0.293716403,0.884408056,14.5483661,39.68758364,604.2936568,3.277030689,0.097516262,5.27534639,773.2786716,0.143509075,0.229672224,19.55765738,0.336768072,4.974729907,0.035206855,86.71208226,0.222910237,1.495866403,14.72750643,144668.365,2020828.923,11668.43045,0.122902742,63.31362468,0.162759961,0.397830968,6.047588354,0.04428562,5.596634619,0.016978003,141199.1853,60.47452065,0.000683223,3.128786115,0.010190093,0.009359619
45,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},51a6152d88e9cf0572b6e486cd342de263e87eeb,2D,"(1.0, 1.0)","(256, 256)",162.407608,0,255,4985635a685cb92ea64b1f5b86ab0ec7fc0201ba,"(1.0, 1.0)","(256, 256)","(32, 28, 218, 211)",23636,2,"(139.44939922152648, 121.33677441191404)","(139.44939922152648, 121.33677441191404)",82,177,390244298,2.504419204,47,2.829292691,241,28.51416747,123.5225927,118,51,190,20.25834181,128.4935395,0.584401295,390244298,0.203191041,1252.758797,13.79605248,184.3296282,13.15976483,8.048514121,0.160474776,0.960876823,0.160323609,0.63272809,0.134197944,0.91986339,0.919853312,0.997531362,0.982187945,-0.690859567,0.983633538,0.160191338,3.438603381,0.148126301,3.260090853,0.967478839,0.257040238,6.877206762,3.09889326,2.052247224,4.746855369,6884.617363,0.291276754,3.06569706,4802.623456,2.087548199,14.09062447,60.86325943,841.1764258,10.01685624,0.161472456,0.026415646,0.389818052,0.00451123,807.3389666,0.195725363,2.13031626,14.93454206,70.92698915,1002.601094,12.32685956,0.153653179,6.25814311,441.9502212,0.104670623,0.174691149,35.80585477,0.270556746,4.173283667,0.045115021,35.05660377,0.165361339,3.098967604,15.41509434,260225.0283,2908381.453,38756.62983,0.231363098,39.36792453,0.185697757,0.431180698,6.760047199,0.098723495,5.593329453,0.008969369,247794.882,34.16359143,0.001311798,4.357731791,0.011872916,0.035747716
46,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},9006e65891e929a1000af6fce3048fac8b8d0ce8,2D,"(1.0, 1.0)","(256, 256)",101.889389,0,255,36c1a5154c615e295d34ad29a5e0c37dbdcf1c65,"(1.0, 1.0)","(256, 256)","(35, 29, 184, 167)",14353,2,"(115.1560649341601, 111.52309621681879)","(115.1560649341601, 111.52309621681879)",39,146,133900837,2.618253317,60,2.399052598,197,32.49195134,88.33142897,83,14,183,24.52220447,96.58736171,0.449024402,133900837,0.178830881,1526.677098,18.59458543,230.62549,14.3265012,9.745205181,0.220546742,0.955729529,0.216898775,0.762720648,0.172741643,0.892158607,0.891915409,0.996611925,0.975940669,-0.639892218,0.981866751,0.213706804,4.02658178,0.115911126,3.548688462,0.960621202,0.19591169,8.05316356,3.317582408,2.491437981,5.171306138,2938.642165,0.204740623,3.738579401,2566.759632,2.521469489,18.94844283,54.61931304,1015.498014,5.829869811,0.103635616,0.03575633,0.721810985,0.003716999,613.269184,0.183209561,2.23145329,19.77332233,38.41071924,689.3606289,4.420329844,0.09772033,5.827477196,516.3104889,0.151150799,0.233365847,19.18302154,0.357851051,7.245067602,0.035719776,46.52592593,0.172318244,2.621728395,20.63703704,56510.91481,851588.2185,5958.572582,0.122307172,54.24444444,0.20090535,0.45350376,10.20641113,0.049935641,5.578253857,0.018811398,53685.00797,24.9464727,0.001876592,5.110484859,0.018643802,0.042920572
47,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},7acd18915850ee68dd0c9250f2c7da305bee1cdb,2D,"(1.0, 1.0)","(256, 256)",150.4071503,0,255,245244645ebd84aeb853b40b92aa451eae606389,"(1.0, 1.0)","(256, 256)","(12, 46, 237, 198)",19663,2,"(116.0372272796623, 136.18227127091492)","(116.0372272796623, 136.18227127091492)",85,186,378011112,2.553976849,64,2.062592177,255,32.57728716,133.4317246,131,52,203,26.26227723,138.6524007,0.206832979,378011112,0.184633495,1420.463108,16.81405734,168.3707355,6.0698126,9.003343157,0.191508794,0.958332423,0.190728643,0.703001059,0.154447158,0.904765703,0.904713693,0.997665198,0.980934228,-0.662326384,0.982447486,0.190046012,3.822438414,0.126814564,3.404057653,0.964746585,0.17781789,7.644876828,3.209258263,2.298712988,5.000253429,4654.317398,0.236704338,3.57350888,3630.448406,2.32198677,17.16111478,57.52870874,989.7975385,6.979891873,0.126048358,0.033915905,0.609250694,0.005161251,720.4883178,0.177208183,2.447219786,17.18892166,52.63666887,963.3615104,6.10710803,0.140012051,6.063877862,565.8382623,0.136488627,0.206822458,27.90158204,0.338261556,6.151280916,0.054054586,48.54819277,0.146229496,3.5686874,18.9246988,99691.56928,1546766.316,11405.52395,0.196677294,87.77108434,0.264370736,0.521009349,10.17077711,0.09987367,5.352462999,0.016884504,96183.86162,20.04505764,0.001503384,6.861622056,0.012072635,0.050405295
48,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},e2a9fcd2d72eaf534b797256146377e072a187a7,2D,"(1.0, 1.0)","(256, 256)",83.26467896,0,159,c4e39d927769dee895f95c1489958c03d8fc2283,"(1.0, 1.0)","(256, 256)","(16, 8, 222, 225)",21473,2,"(121.68192613980348, 112.87030224002235)","(121.68192613980348, 112.87030224002235)",27,92,89838175,2.028100752,37,2.260515526,129,20.29132102,59.97899688,61,0,129,15.54032181,64.68209806,-0.12705512,89838175,0.269347433,586.2937423,9.247212075,32.15308706,-0.34274987,3.757918546,0.222029379,0.888364576,0.215547566,0.764974848,0.174583426,0.893261843,0.892874398,0.994028864,0.96932111,-0.541038207,0.940816692,0.210297923,2.891918515,0.178583458,2.939982009,0.894873443,0.269580418,5.783837031,2.700478795,0.994986981,4.574343666,4574.159223,0.213019104,3.789673801,5783.697434,1.013711004,9.528105062,55.11418991,512.0278955,11.07119763,0.202779951,0.034856227,0.37418997,0.007183455,1216.340508,0.247107409,1.193287999,10.14051397,42.07288775,402.3287072,7.954786138,0.207752893,5.439672717,769.3718276,0.152386519,0.229485866,21.7673068,0.361728757,4.024219314,0.075702566,81.69948187,0.211656689,1.787081532,11.97409326,93376.00259,767249.8368,15974.6976,0.245699482,68.11398964,0.176461113,0.414497525,5.350900582,0.083356538,5.555949859,0.017976063,90281.35757,67.24912566,0.000875553,3.089528768,0.014012568,0.011506332
49,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},3a375a5f8013b793025a7e3c4e72396e06fc0697,2D,"(1.0, 1.0)","(256, 256)",107.4555359,0,255,8fccd1a630b282a024d03a1e4c0255e3aeb8bdec,"(1.0, 1.0)","(256, 256)","(32, 29, 180, 178)",13229,2,"(116.2422707687656, 109.11603295789553)","(116.2422707687656, 109.11603295789553)",55,129,119711506,2.215838588,41,2.239624393,163,22.79230143,91.13024416,91,23,140,17.35571425,95.1271398,0.027669626,119711506,0.235103695,744.4513258,18.39164257,57.09428461,0.449299747,5.002357136,0.2006816,0.922821152,0.200253008,0.720125924,0.159653608,0.899944928,0.899916355,0.995987338,0.974974327,-0.600840721,0.9634514,0.19987799,4.146223091,0.157078372,3.086544831,0.927602847,0.24149271,8.292446182,2.884077825,1.300759684,4.722607003,2897.458085,0.219023213,3.486123725,3110.186787,1.316833453,18.72469574,55.83483256,1044.453171,4.224604674,0.075926211,0.032184558,0.643952382,0.002416051,674.4895048,0.231509559,1.391028916,18.86779498,41.92205163,813.0257481,3.045141452,0.076524952,5.643869561,389.5219791,0.130471099,0.220594905,19.77987253,0.314897054,6.297421773,0.023623943,35.4021164,0.187312785,2.051902242,21.52380952,90816.12169,1657895.116,6026.149762,0.079955278,35.6031746,0.188376585,0.436862118,10.32665539,0.031664584,5.379063623,0.014286794,85916.86241,22.00923798,0.001653915,3.905592522,0.012284884,0.028880986
50,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},9a211ae860710f9c3b7924b3694cf73087d43d87,2D,"(1.0, 1.0)","(256, 256)",119.5533905,16,255,4adcda738fe6914c920230a2498468f727a2aca8,"(1.0, 1.0)","(256, 256)","(29, 9, 213, 189)",18681,2,"(135.8108773620256, 95.50703923772818)","(135.8108773620256, 95.50703923772818)",84,125,212648787,1.520456833,21,3.219844672,168,12.73481436,105.453616,106,44,124,8.834150189,106.6918866,-0.107804569,212648787,0.416279851,262.693542,14.30148726,9.755601267,-0.309054354,1.732306824,0.204959683,0.788386122,0.200757585,0.732366417,0.163912034,0.900307872,0.900041417,0.99447862,0.971394731,-0.442033454,0.857733633,0.19721,3.730904371,0.293492791,2.367503625,0.788938718,0.473170263,7.461808742,2.149223291,0.484316627,3.99751947,4260.004871,0.228039445,3.785070877,7776.523901,0.485016557,14.47063862,56.48407473,818.1443178,4.462792261,0.08124232,0.035635203,0.532090192,0.0031554,1376.919369,0.338613841,0.684506613,14.5138113,51.75128673,768.3789978,3.873204149,0.086848132,5.102357646,647.4009946,0.155720696,0.217574006,29.50990183,0.37165446,5.584555801,0.033447166,96.69761273,0.256492341,1.239549986,15.10875332,136625.2546,2064462.695,9545.808156,0.100572502,78.68169761,0.208704768,0.459847842,7.207318822,0.045352974,5.103217129,0.020180932,134169.8813,45.17991976,0.000774621,3.01396453,0.006225128,0.011541662
51,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},5051c59d20a5222aae8f1a91f2f3c974da662c56,2D,"(1.0, 1.0)","(256, 256)",126.3870697,0,255,3221ff56d6b0c6ad8b8a375fcc201ea22aa316c4,"(1.0, 1.0)","(256, 256)","(11, 44, 186, 207)",15898,2,"(102.79783620581205, 130.67228582211598)","(102.79783620581205, 130.67228582211598)",72,146,200137531,2.252025977,38,2.74069546,192,22.53353304,108.6110832,108,24,168,15.93810498,112.2000428,0.081440173,200137531,0.242224819,792.4822196,24.46580417,69.21182377,0.810381444,4.983691948,0.222584304,0.914355419,0.220999487,0.763135076,0.172630304,0.889760349,0.889658738,0.996577891,0.975462012,-0.577247564,0.960440081,0.219650963,4.824458715,0.158863895,3.175829549,0.922968584,0.282820219,9.648917429,2.94813784,1.301569063,4.827993571,3170.282803,0.199413939,3.609790341,3850.890175,1.337518124,24.93860863,53.91105799,1344.937854,2.746479168,0.052183517,0.033911509,0.862677465,0.001881474,836.3930682,0.221583743,1.565420729,24.92274398,38.10902094,1010.139269,1.798147097,0.054986363,5.605759966,567.1290958,0.146120604,0.238457668,19.00382299,0.341581557,8.793541826,0.019172959,48.66533865,0.193885811,2.143902478,25.7689243,108855.1315,2595009.052,5078.132457,0.064182313,43.53386454,0.173441691,0.412215247,10.57188026,0.026518075,5.592979049,0.015788149,104843.3475,18.80256428,0.001264352,5.724653741,0.010160293,0.0317766
52,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},6b1ed5c9a8cf25c88a771fe0a9e8f2bae54ac6ab,2D,"(1.0, 1.0)","(256, 256)",160.7911682,0,255,92e68de2ed725b32d36b03a1cb6a3e2fd3a90d26,"(1.0, 1.0)","(256, 256)","(16, 10, 232, 211)",25671,2,"(120.07323438899925, 106.59292586965837)","(120.07323438899925, 106.59292586965837)",47,187,413341885,3.032975821,87,1.970648878,240,45.1181202,115.5638269,113,2,238,35.41636011,126.8917288,0.112809519,413341885,0.1300844,2746.512764,30.44944533,612.6974794,9.147935585,17.53343327,0.221660282,0.975024195,0.21429262,0.764644796,0.174697006,0.894056761,0.893590456,0.997809862,0.98057432,-0.687042385,0.99200176,0.208080826,5.110911959,0.084505241,3.97299436,0.979275369,0.132558765,10.22182392,3.73186168,4.438773387,5.538196453,5633.568112,0.219452616,3.597930836,3339.396634,4.475511362,30.91075533,55.49168322,1771.805539,4.328779229,0.080870226,0.031743293,0.964081838,0.002900689,775.8802912,0.134773161,4.347376661,28.67411187,41.07432271,1427.873222,2.956594181,0.087947509,6.368793875,811.6898993,0.137452513,0.22453352,19.92115025,0.331025485,9.279940914,0.031051748,37.41717791,0.114776619,6.029818586,32.74539877,100078.0767,3093701.11,5841.641231,0.131932042,53.44785276,0.163950469,0.404162183,13.59859289,0.049775779,6.303442958,0.012699155,93877.23886,17.97723952,0.001499561,7.528601759,0.019787341,0.050334856
53,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},b16af8e0a657b8615aaf5e3ff26a822f3dbf6bde,2D,"(1.0, 1.0)","(256, 256)",109.960434,0,255,67782125394acc680754b6021e6207176c502135,"(1.0, 1.0)","(256, 256)","(25, 55, 191, 164)",15214,2,"(118.07361640594189, 128.70119626659655)","(118.07361640594189, 128.70119626659655)",73,154,204001982,2.316990207,42,2.444424407,187,24.18777269,111.9171815,111,27,160,17.49408618,115.7965146,0.081234146,204001982,0.225054954,883.377261,17.12401223,78.47414065,1.36993094,5.594234276,0.262853021,0.91019828,0.256697337,0.835907453,0.195667057,0.872677279,0.8722669,0.994756877,0.967998329,-0.548612485,0.95858601,0.251311113,3.973804376,0.135523069,3.347013959,0.920694627,0.244054697,7.947608752,3.067696363,1.464271824,5.021078934,2636.2453,0.173277593,3.856666494,3423.986065,1.487902243,17.47265676,50.73064283,914.6117392,4.33960587,0.092733354,0.039188705,0.678397104,0.004391305,898.4335174,0.219534497,1.581277068,16.54371973,27.74280599,532.9798458,2.178267537,0.106521893,5.427025645,702.664433,0.168091442,0.269192849,13.16983612,0.378330179,6.14995374,0.044825969,56.20958084,0.168292158,2.574679981,17.28443114,58756.54491,974076.3922,4162.047159,0.157898845,61.1257485,0.183011223,0.424937266,7.861853138,0.058768398,5.668522158,0.021953464,56681.66058,32.11733775,0.001247789,4.525155269,0.016782121,0.021320606
54,v3.0.1,1.21.1,2.1.1,1.2.0,3.8.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},b27812ab1efacd34e3396c05d5918095a44ceb12,2D,"(1.0, 1.0)","(256, 256)",140.5162201,0,255,0120b1676e28aea7b644d08ddf419dddd1cbeb66,"(1.0, 1.0)","(256, 256)","(12, 33, 244, 176)",17026,2,"(131.39615881592857, 104.24304005638436)","(131.39615881592857, 104.24304005638436)",88.5,146,245418864,1.960776499,31,2.824219673,189,18.22677782,117.9238811,118,55,134,12.9568254,120.0598112,0.039961066,245418864,0.297304263,508.3165365,11.22483528,31.29500862,-0.054978582,3.3162798,0.18386564,0.894881394,0.182451585,0.687095394,0.149875888,0.909009884,0.908915613,0.995036391,0.973960739,-0.578725058,0.945279382,0.181214286,3.231363292,0.21199478,2.767259621,0.904027972,0.327963285,6.462726584,2.57782687,0.87503636,4.337501001,4398.751322,0.258354947,3.615006886,5061.902385,0.891584735,11.4569482,58.43204511,675.8990955,7.628526404,0.139143336,0.030626879,0.349434443,0.005004391,889.770873,0.261934895,1.141731611,11.21431341,60.4825992,723.4692578,7.135709356,0.162762282,5.591206095,493.7218721,0.142048727,0.199518384,33.75806742,0.351143575,4.014647019,0.061481133,49.30434783,0.21436673,1.628657845,11.10434783,136893.3652,1494466.87,14738.70785,0.216124396,37.65217391,0.163705104,0.377813056,4.154741172,0.081762108,5.412380995,0.013508751,131413.5037,43.32780444,0.001182511,2.600855131,0.010635183,0.01524634
